year,subject,question_no,title,total_score,answer,analysis,images
2014,数据结构,42,"某网络中的路由器运行 OSPF 路由协议，题 42 表是路由器 R1 维护的主要链路状态信息（LSI），题 42 图是根据题 42 表的接口名构造出来的网络拓扑。
请回答下列问题。
⑴ 本题中的网络可抽象为数据结构中的哪种结构？
⑵ 针对题 42 表中的内容，设计合理的链式存储结构，以保存题 42 表中的链路状态信息（LSI）。要求给出链式存储结构的数据定义，并画出对应题 42 表的链式存储结构示意图（示意图中仅以 ID 标识结点）。
⑶ 按照迪杰斯特拉（Dijkstra）算法的策略，依次给出 R1 到达题 42 图中子网 192.1.x.x 的最短路径及费用。",10,,"很多考生乍看之下以为是网络的题目，其实该题本身并没有涉及太多的网络知识点，只是
应用了网络的模型，实际上考查的还是数据结构的内容。1）图（1 分）题中给出的是一个简单的网络拓扑图，可以抽象为无向图。【评分说明】只要考生的答案中给出与图含义相似的描述，例如，“网状结构”“非线性结构”等，同样
给分。2）链式存储结构的如下图所示。structArc{uint32_tid;uint32_tip;intmetric;};structNet{uint32_tprefix;uint32_tmask;intmetric;};structLNode{LNode*next;// flag == 1：链路连接到路由器// flag == 2：链路连接到子网intflag;unionNetOrArc{Netnet;Arcarc;};};structHNode{uint32_trouter_id;LNode*next;HNode*next_hnode;};【评分说明】① 若考生给出的答案是将链表中的表头结点保存在一个一维数组中（即采用邻接表形
式），同样给分。② 若考生给出的答案中，弧结点没有使用 union 定义，而是采用两种不同的结构分别表示
Link 和 Net，同时在表头结点中定义了两个指针，分别指向由这两种类型的结点构成的两个链
表，同样给分。③考生所给答案的弧结点中，可以在单独定义的域中保存各直连网络 P 地址的前缀长度，
也可以与网络地址保存在同一个域中。④数据类型定义中，只要采用了可行的链式存储结构，并保存了题目中所给的 LS 信息，
如将网络抽象为一类结点，写出含 8 个表头结点的链式存储结构，均可参照①③的标准给分。⑤若考生给出的答案中，图示部分与其数据类型定义部分一致，图示只要能够体现链式
存储结构和网络连接关系（可以不给出结点内细节信息），即可给分。⑥若解答不完全正确，酌情给分。3）计算结果如下表所示：目的网络路径代价（费用）步骤 1192.1.1.0/24直接到达1步骤 2192.1.5.0/24R1→R3→192.1.5.0/243步骤 3192.1.6.0/24R1→R2→192.1.6.0/244步骤 4192.1.7.0/24R1→R2→R4→192.1.7.0/248【评分说明】①若考生给出的各条最短路径的结果部分正确，可酌情给分。②若考生给出的从 R1 到达子网 192.1.x.x 的最短路径及代价正确，但不完全符合代价不减
的次序，可酌情给分。",
2014,计算机组成原理,43,"请根据题 42 描述的网络，继续回答下列问题。
(1) 假设路由表结构如下表所示，请给出题 42 图中 R1 的路由表，要求包括到达题 42 图中子网 192.1.x.x 的路由，且路由表中的路由项尽可能少。
(2) 当主机 192.1.1.130 向主机 192.1.7.211 发送一个 TTL=64 的 IP 分组时，R1 通过哪个接口转发该 IP 分组？主机 192.1.7.211 收到的 IP 分组 TTL 是多少？
(3) 若 R1 增加一条 Metric 为 10 的链路连接 Internet，则题 42 表中 R1 的 LSI 需要增加哪些信息？",10,,"(1) 因为题目要求路由表中的路由项尽可能少，所以这里可以把子网 192.1.6.0/24 和 192.1.7.0/24 聚合为子网 192.1.6.0/23。其他网络照常，可得到路由表如下：（6分）目的网络下一条接口192.1.1.0/24-E0192.1.6.0/2310.1.1.2L0192.1.5.0/2410.1.1.10L1【评分说明】每正确解答一个路由项，给 2 分，共 6 分。路由项解答不完全正确，或路由项多于 3 条，可酌情给分。(2) 通过查路由表可知：R1 通过 L0 接口转发该 IP 分组。（1分）因为该分组要经过 3 个路由器（R1, R2, R4），所以主机 192.1.7.211 收到的 IP 分组的 TTL 是 64-3=61。（1分）(3) R1 的 LSI 需要增加一条特殊的直连网络，网络前缀 Prefix 为 “0.0.0.0/0”，Metric 为 10。（1分）【评分说明】考生只要回答：增加前缀 Prefix 为 “0.0.0.0/0”，Metric 为 10，同样给分。",
2014,计算机组成原理,44,"某程序中有如下循环代码段 P：“for (int i=0; i＜N; i++) sum += A[i];”。假设编译时变量 sum 和 i 分别分配在寄存器 R1 和 R2 中。常量 N 在寄存器 R6 中，数组 A 的首地址在寄存器 R3 中。程序段 P 起始地址为 08048100H，对应的汇编代码和机器代码如下表所示。
执行上述代码的计算机 M 采用 32 位定长指令字，其中分支指令 bne 采用如下格式：
Op 为操作码，Rs 和 Rd 为寄存器编号，OFFSET 为偏移量，用补码表示。请回答下列问题，并说明理由。
(1) M 的存储器编址单位是什么？
(2) 已知 sll 指令实现左移功能，数组 A 中每个元素占多少位？
(3) 题 44 表中 bne 指令的 OFFSET 字段的值是多少？已知 bne 指令采用相对寻址方式，当前 PC 内容为 bne 指令地址，通过分析题 44 表中指令地址和 bne 指令内容，推断出 bne 指令的转移目标地址计算公式。
(4) 若 M 采用如下“按序发射、按序完成”的 5 级指令流水线：IF（取指）、ID（译码及取数）、EXE（执行）、MEM（访存）、WB（写回寄存器），且硬件不采取任何转发措施，分支指令的执行均引起 3 个时钟周期阻塞，则 P 中那些指令的执行会由于数据相关而发生流水线阻塞？哪条指令的执行会发生控制冒险？为什么指令 1 的执行不会因为与指令 5 的数据相关而发生阻塞？",10,,该题涉及指令系统、存储管理以及 CPU 三个部分内容，考生应注意各章节内容之间的联系。已知计算机 M 采用 32 位定长指令字，即一条指令占 4B，观察表中各指令的地址可知，每条指令的地址差为 4 个地址单位，即 4 个地址单位代表 4B，一个地址单位就代表了 1B，所以该计算机是按字节编址的。（2 分）在二进制中某数左移两位相当于乘以 4，由该条件可知，数组间的数据间隔为 4 个地址单位，而计算机按字节编址，所以数组 A 中每个元素占 4B。（2 分）由表可知，bne 指令的机器代码为 1446 FFFAH，根据题目给出的指令格式，后 2B 的内容为 OFFSET 字段，所以该指令的 OFFSET 字段为 FFFAH，用补码表示，值为 -6（1 分）。当系统执行到 bne 指令时，PC 自动加 4，PC 的内容就为 08048118H，而跳转的目标是 08048100H，两者相差了 18H，即 24 个单位的地址间隔，所以偏移址的一位即是真实跳转地址的 -24/-6=4 位（1 分）。可知 bne 指令的转移目标地址计算公式为 (PC)+4+OFFSETx4（1 分）。由于数据相关而发生阻塞的指令为第 2、3、4、6 条，因为第 2、3、4、6 条指令都与各自前一条指令发生数据相关。（3 分）第 6 条指令会发生控制冒险。（1 分）当前循环的第五条指令与下次循环的第一条指令虽然有数据相关，但由于第 6 条指令后有 3 个时钟周期的阻塞，因而消除了该数据相关。（1 分）【评分说明】对于第 1 问，若考生回答：因为指令 1 和 2、2 和 3、3 和 4、5 和 6 发生数据相关，因而发生阻塞的指令为第 2、3、4、6 条，同样给 3 分。答对 3 个以上给 3 分，部分正确酌情给分。,
2014,操作系统,45,"假设对于题 44 中的计算机 M 和程序段 P 的机器代码，M 采用页式虚拟存储管理；P 开始执行时，(R1)=(R2)=0，(R6)=1000，其机器代码已调入主存但不在 Cache 中；数组 A 未调入主存，且所有数组元素在同一页，并存储在磁盘同一个扇区。请回答下列问题并说明理由。
(1) P 执行结束时，R2 的内容是多少？
(2) M 的指令 Cache 和数据 Cache 分离。若指令 Cache 共有 16 行，Cache 和主存交换的块大小为 32 字节，则其数据区的容量是多少？若仅考虑程序段 P 的执行，则指令 Cache 的命中率为多少？
(3) P 在执行过程中，哪条指令的执行可能发生溢出异常？哪条指令的执行可能产生缺页异常？对于数组 A 的访问，需要读磁盘和 TLB 至少各多少次？",10,,1）R2 里装的是 i 的值，循环条件是 i < N (1000)，即当 i 自增到不满足这个条件时跳出循环，程序结束，所以此时 i 的值为 1000。（1 分）2）Cache 共有 16 块，每块 32 字节，所以 Cache 数据区的容量为 16x32B=512B。（1 分）P 共有 6 条指令，占 24 字节，小于主存块大小 (32B)，其起始地址为 08048100H，对应一块的开始位置，由此可知所有指令都在一个主存块内。读取第一条指令时会发生 Cache 缺失，故将 P 所在的主存块调入 Cache 某一块，以后每次读取指令时，都能在指令 Cache 中命中。因此在 1000 次循环中，只会发生 1 次指令访问缺失，所以指令 Cache 的命中率为 (1000x6-1)/(1000×6)=99.98%。（2 分）【评分说明】若考生给出正确的命中率，而未说明原因和过程，给 1 分。若命中率计算错误，但解题思路正确，可酌情给分。3）指令 4 为加法指令，即对应 sum+=A[i]，当数组 A 中元素的值过大时，则会导致这条加法指令发生溢出异常；而指令 2、5 虽然都是加法指令，但它们分别为数组地址的计算指令和存储变量 i 的寄存器进行自增的指令，而 i 最大到达 1000，所以它们都不会产生溢出异常。（2 分）只有访存指令可能产生缺页异常，即指令 3 可能产生缺页异常。（1 分）因为数组 A 在磁盘的一页上，而一开始数组并不在主存中，第一次访问数组时会导致访盘，把 A 调入内存，而以后数组 A 的元素都在内存中，则不会导致访盘，所以该程序一共访盘一次。（2 分）每访问一次内存数据就会查 TLB 一次，共访问数组 1000 次，所以此时又访问 TLB 1000 次，还要考虑到第一次访问数组 A，即访问 A[0] 时，会多访问一次 TLB（第一次访问 A[0] 会先查一次 TLB，然后产生缺页，处理完缺页中断后，会重新访问 A[0]，此时又查 TLB)，所以访问 TLB 的次数一共是 1001 次。（2 分）【评分说明】①对于第 1 问，若答案中除指令 4 外还包含其他运算类指令（即指令 1、2、5），则给 1 分，其他情况，则给 0 分。②对于第 2 问，只要回答“1oad 指令”，即可得分。③对于第 3 问，若答案中给出的读 TLB 的次数为 1002，同样给分。若直接给出正确的 TLB 及磁盘的访问次数，而未说明原因，给 3 分。若给出的 TLB 及磁盘访问次数不正确，但解题思路正确，可酌情给分。,
2014,操作系统,46,"文件 F 由 200 条记录组成，记录从 1 开始编号。用户打开文件后，欲将内存中的一条记录插入文件 F 中，作为其第 30 条记录。请回答下列问题，并说明理由。
(1) 若文件系统采用连续分配方式，每个磁盘块存放一条记录，文件 F 存储区域前后均有足够的空闲磁盘空间，则完成上述插入操作最少需要访问多少次磁盘块？F 的文件控制块内容会发生哪些改变？
(2) 若文件系统采用链接分配方式，每个磁盘块存放一条记录和一个链接指针，则完成上述插入操作需要访问多少次磁盘块？若每个存储块大小为 1KB，其中 4B 存放链接指针，则该文件系统支持的文件最大长度是多少？",10,,1）系统采用顺序分配方式时，插入记录需要移动其他的记录块，整个文件共有 200 条记录，要插入新记录作为第 30 条，而存储区前后均有足够的磁盘空间，且要求最少的访问存储块数，则要把文件前 29 条记录前移，若算访盘次数移动一条记录读出和存回磁盘各是一次访盘，29 条记录共访盘 58 次，存回第 30 条记录访盘 1 次，共访盘 59 次。（1 分）F 的文件控制区的起始块号和文件长度的内容会因此改变。（1 分）2）文件系统采用链接分配方式时，插入记录并不用移动其他记录，只需找到相应的记录，修改指针即可。插入的记录为其第 30 条记录，那么 需要找到文件系统的第 29 块，一共需要访盘 29 次，然后把第 29 块的下块地址部分赋给新块，把新块存回内存会访盘 1 次，然后修改内存中第 29 块的下块地址字段，再存回磁盘（1 分），一共访盘 31 次。（1 分）4 字节共 32 位，可以寻址 232=4G 块存储块，每块的大小为 1KB，即 1024B，其中下块地址部分占 4B，数据部分占 1020B，那么该系统的文件最大长度是 4G×1020B=4080GB。（2 分）【评分说明】①第 1 小题的第 2 小问，若答案中不包含文件的起始地址和文件大小，则不给分。②若按 1024×232B=4096GB 计算最大长度，给 1 分。,
2014,计算机网络,47,系统中有多个生产者进程和多个消费者进程，共享一个能存放 1000 件产品的环形缓冲区（初始为空）。当缓冲区未满时，生产者进程可以放入其生产的一件产品，否则等待；当缓冲区未空时，消费者进程可以从缓冲区取走一件产品，否则等待。要求一个消费者进程从缓冲区连续取出 10 件产品后，其他消费者进程才可以取产品。请使用信号量 P、V（wait()，signal()）操作实现进程间的互斥与同步，要求写出完整的过程，并说明所用信号量的含义和初值。,10,,"这是典型的生产者和消费者问题，只对典型问题加了一个条件，只需在标准模型上新加一
个信号量，即可完成指定要求。设置四个变量 consumer_mutex、buffer_mutex、empty 和 full, consumer_mutex 用于一个控制一个消费者进程一个
周期（10 次）内对于缓冲区的控制，初值为 1；buffer_mutex 用于进程单次互斥的访问缓冲区，初值
为 1；empty 代表缓冲区的空位数，初值为 0；full 代表缓冲区的产品数，初值为 1000，具体进
程的描述如下：semaphoreconsumer_mutex=1;semaphorebuffer_mutex=1;semaphorefull=0;semaphoreempty=1000;Consumer(){while(1){P(consumer_mutex);for(inti=0;i<10;i++){P(full);P(buffer_mutex);从缓冲区取出产品;V(buffer_mutex);V(empty);消费产品;}V(consumer_mutex);}}Producer(){while(1){P(empty);生产产品;P(buffer_mutex);将产品放入缓冲区;V(buffer_mutex);V(full);}}【评分说明】①信号量的初值和含义都正确给 2 分。②生产者之间的互斥操作正确给 1 分；生产者与消费者之间的同步操作正确给 2 分；消费者之间互斥操作正确给 1 分。③控制消费者连续取产品数量正确给 2 分。④仅给出经典生产者 - 消费者问题的信号量定义和伪代码描述最多给 3 分。⑤若考生将题意理解成缓冲区至少有 10 件产品，消费者才能开始取，其他均正确，得 6 分。⑥部分完全正确，酌情给分。",
2015,数据结构,41,"用单链表保存m个整数，结点的结构为，且∣data∣≤n（n为正整数）。现要求设计一个时间复杂度尽可能高效的算法，对于链表中 data 的绝对值相等的结点，仅保留第一次出现的结点而删除其余绝对值相等的结点。例如，若给定的单链表 head 如下：
则删除结点后的 head 为：
要求：
(1) 给出算法的基本设计思想。
(2) 使用 C 或 C++ 语言，给出单链表结点的数据类型定义。
(3) 根据设计思想，采用 C 或 C++ 语言描述算法，关键之处给出注释。
(4) 说明你所设计算法的时间复杂度和空间复杂度。",10,,"1）算法的基本设计思想算法的核心思想是用空间换时间。使用辅助数组记录链表中已出现的数值，从而只需对链表进行一趟扫描。因为∣data∣≤n，故辅助数组q的大小为n+1，各元素的初值均为 0。依次扫描链表中的各
结点，同时检查q[∣data∣]的值，如果为0，则保留该结点，并令q[data]=1；否则，将该结点从
链表中删除。2）使用 C 语言描述的单链表结点的数据结构定义：3）算法实现voidRemoveElements(ListNode*head,intn){// 数组充当哈希表inthash[n+1];for(inti=0;i<=n;i++){// 0 表示没有命中hash[i]=0;}// 当遍历的结点ListNode*q=head->link;// 先前的结点ListNode*p=head;while(q!=NULL){// 绝对值已经出现过if(hash[abs(q->data)]==1){// 删除该节点p->next=q->next;q=p->next;}else{// 设置哈希表hash[abs(q->data)]=1;q=q->next;p=p->next;}}}【评分说明】若考生设计的算法满足题目的功能要求且正确，则酌情给分。4）参考答案所给算法的时间复杂度为 O(m)，空间复杂度为 O(n)。【评分说明】若考生所估计的时间复杂度和空间复杂度与考生实现的算法一致，可给分。",
2015,数据结构,42,"已知含有5个顶点的图G如下图所示。
请回答下列问题：
(1) 写出图G的邻接矩阵A（行、列下标均从0开始）。
(2) 求A2，矩阵A2中位于 0 行 3 列元素值的含义是什么？
(3) 若已知具有n(n≥2)个顶点的图的邻接矩阵为B，则Bm(2≤m≤n)中非零元素的含义是什么？
01243",10,,"1）图A的邻接矩阵如下：A=​01101​10011​10010​01101​11010​​2）A2如下：A=​31031​13212​02202​31031​12213​​0 行 3 列的元素值 3 表示从顶点 0 到顶点 3 之间长度为 2 的路径共有 3 条。3）Bm(2≤m≤n) 中位于i行j列（0≤i,j≤n−1）的非零元素的含义是：图中从顶点i到顶点j长度为m的路径条数。",
2015,计算机组成原理,43,"某 16 位计算机的主存按字节编址，存取单位为 16 位；采用 16 位定长指令字格式；CPU 采用单总线结构，主要部分如下图所示。
图中 R0～R3 为通用寄存器；T 为暂存器；SR 为移位寄存器，可实现直送（mov）、左移一位（left）和右移一位（right）3 种操作，控制信号为 SRop，SR 的输出由信号 SRout 控制；ALU 可实现直送 A（mova）、A 加 B（add）、A 减 B（sub）、A 与 B（and）、A 或 B（or）、非 A（not）、A 加 1（inc）这 7 种操作，控制信号为 ALUop。
注：已补充内总线到 MAR 的箭头和内总线到 IR 的箭头。
请回答下列问题。
(1) 图中哪些寄存器是程序员可见的？为何要设置暂存器 T？
(2) 控制信号 ALUop 和 SRop 的位数至少各是多少？
(3) 控制信号 SRout 所控制部件的名称或作用是什么？
(4) 端点①～⑨中，哪些端点须连接到控制部件的输出端？
(5) 为完善单总线数据通路，需要在端点①～⑨中相应的端点之间添加必要的连线。写出连线的起点和终点，以正确表示数据的流动方向。
(6) 为什么二路选择器 MUX 的一个输入端是 2？",10,,1）程序员可见寄存器为通用寄存器（R0~R3）和 PC。因为采用了单总线结构，因此，若无暂存器 T，则 ALU 的 A、B 端口会同时获得两个相同的数据，使数据通路不能正常工作。【评分说明】回答通用寄存器（R0~R3），给分；回答 PC，给分；部分正确，酌情给分。设置暂存器 T 的原因若回答用于暂时存放端口 A 的数据，则给分；其他答案，酌情给分。2）ALU 共有 7 种操作，故其操作控制信号 ALUop 至少需要 3 位；移位寄存器有 3 种操作，其操作控制信号 SRop 至少需要 2 位。3）信号 SRout 所控制的部件是一个三态门，用于控制移位器与总线之间数据通路的连接与断开。【评分说明】只要回答出三态门或者控制连接/断开，即给分。4）端口 ①、②、③、⑤、⑧ 须连接到控制部件输出端。【评分说明】答案包含④、⑥、⑦、⑨中任意一个，不给分；答案不全酌情给分。5）连线 1，⑥→⑨：连线 2，⑦→④。【评分说明】回答除上述连线以外的其他连线，酌情给分。6）因为每条指令的长度为 16 位，按字节编址，所以每条指令占用 2 个内存单元，顺序执行时，下条指令地址为 (PC)+2。MUX 的一个输入端为 2，可便于执行 (PC)+2 操作。,
2015,计算机组成原理,44,"题 43 中描述的计算机，其部分指令执行过程的控制信号如题 44 图 a 所示。
该机指令格式如题 44 图 b 所示，支持寄存器直接和寄存器间接两种寻址方式，寻址方式位分别为 0 和 1，通用寄存器 R0～R3 的编号分别为 0、1、2 和 3。
请回答下列问题。
(1) 该机的指令系统最多可定义多少条指令？
(2) 假定 inc、shl 和 sub 指令的操作码分别为 01H、02H 和 03H，则以下指令对应的机器代码各是什么？
(3) 假设寄存器 X 的输入和输出控制信号分别为 Xin 和 Xout，其值为 1 表示有效，为 0 表示无效（例如，PCout=1 表示 PC 内容送总线）；存储器控制信号为 MEMop，用于控制存储器的读 (read) 和写 (write) 操作。写出题 44 图 a 中标号①～⑧处的控制信号或控制信号的取值。
(4) 指令sub R1，R3，(R2)和inc R1的执行阶段至少各需要多少个时钟周期？
PCout=1, MARin=1, Tin=1, MEMop=readMUXop=①, ALUop=add, SRop=②SRout=1, PCin=1MDRout=1, IRin=1R1out=1, Tin=1, ALUop=③, SRop=④SRout=1, R2in=1R1out=1, MARin=1, MEMop=⑤R2out=1, Tin=1MDRout=1, MUXop=1, ALUop=⑥, SRop=⑦⑧=1, R0in=1取指阶段执行阶段shl R2, R1sub R0, R2, (R1)注：值为 0 的寄存器输入/输出控制信号以及值为任意的其他控制信号均为在图中标出。图 a    部分指令控制信号",10,,"1）指令操作码有 7 位，因此最多可定义27=128条指令。2）各条指令的机器代码分别如下：①“incR1”的机器码为 0000001001000000，即 0240H。②“shlR2,R1”的机器码为 0000010010001000，即 0488H。③“subR3,(R1),R2”的机器码为 0000011011101010，即 06EAH。3）各标号处的控制信号或控制信号取值如下：
①0；②mov；③mova；④left；⑤read；⑥sub；⑦mov；⑧Srout【评分说明】答对两个给分。4）指令subR1, R3, (R2)的执行阶段至少包含 4 个时钟周期；指令incR1的执行阶段至少包含 2 个时钟周期。",
2015,操作系统,45,"有 A、B 两人通过信箱进行辩论，每个人都从自己的信箱中取得对方的问题，将答案和向对方提出的新问题组成一个邮件放人对方的信箱中。假设 A 的信箱最多放M个邮件，B 的信箱最多放N个邮件。初始时 A 的信箱中有x个邮件 (0<x<M)，B 的的信箱中有y个邮件 (0<y<N)。辩论者每取出一个邮件，邮件数减 1。A 和 B 两人的操作过程描述如下：
当信箱不为空时，辩论者才能从信箱中取邮件，否则等待。当信箱不满时，辩论者才能将新邮件放入信箱，否则等待。请添加必要的信号量和 P、V（或 wait、signal）操作，以实现上述过程的同步。要求写出完整的过程，并说明信号量的含义和初值。",10,,"semaphoreA_full=x;// A 信箱中已有的邮件个数semaphoreA_empty=M-x;// A 信箱还可以放多少个邮件semaphoreB_full=y;// B 信箱中已有的邮件个数semaphoreB_empty=N-y;// B 信箱中还能放多少个邮件semaphoreA_mutex=1;// 互斥访问 A 信箱semaphoreB_mutex=1;// 互斥访问 B 信箱A(){while(1){P(A_full);P(A_mutex);从A信箱中取出一个邮件;V(A_mutex);V(A_empty);回答问题并提出新问题;P(B_empty);P(B_mutex);将信件放入B邮箱;V(B_mutex);V(B_full);}}B(){while(1){P(B_full);P(B_mutex);从B信箱中取出一个邮件;V(B_mutex);V(B_empty);回答问题并提出新问题;P(A_empty);P(A_mutex);将信件放入A邮箱;V(A_mutex);V(A_full);}}【评分说明】
1）每对信号量的定义及初值正确，给分。2）每个互斥信号量的 P、V 操作使用正确，各给分。3）每个同步信号量的 P、V 操作使用正确，各给分。4）其他答案酌情给分。",
2015,操作系统,46,"某计算机系统按字节编址，采用二级页表的分页存储管理方式，虚拟地址格式如下所示：
请回答下列问题。
(1) 页和页框的大小各为多少字节？进程的虚拟地址空间大小为多少页？
(2) 假定页目录项和页表项均占 4 个字节，则进程的页目录和页表共占多少页？要求写出计算过程。
(3) 若某指令周期内访问的虚拟地址为 0100 0000H 和 0111 2048H，则进行地址转换时共访问多少个二级页表？要求说明坪由。",10,,1）在分页存储管理方式中，将用户程序的地址空间分为若干固定大小的区域，称为“页”或“页面”。相应地，将内存空间分为若干物理块或页框（frame），页和页框大小相同。因此，页和页框大小均为212B =4KB。进程的虚拟地址空间大小为232/212=220页。2）(210×4)/212（页目录所占页数）+(220×4)/212（页表所占页数）=1025页。3）需要访问一个二级页表。因为虚拟地址 01000000H 和 01112048H 的最高 10 位的值都是 4，页目录号相同，访问的是同一个二级页表。【评分说明】用其他方法计算，思路和结果正确同样给分。,
